scaling_factor	Tardiness	makespan	# late jobs	# large set-ups	delta makespan
421.316	80987	23457	34	158	11751
421.416	68120	24264	45	163	14507
421.516	106493	22725	46	162	6583
421.616	90308	19572	42	157	4000
421.716	81941	26101	40	159	16367
421.816	114459	23688	43	159	10965
421.916	94800	20660	42	158	5300
422.016	84973	22613	46	158	12813
422.116	100296	25881	47	160	12210
422.216	127407	22260	42	162	7741
422.316	123116	19259	44	154	2001
422.416	97994	25376	43	162	10311
422.516	145427	25288	45	157	9950
422.616	142057	24677	38	160	10917
422.716	146907	22155	48	162	7627
422.816	132753	22572	47	161	6875
422.916	107029	26319	38	157	13344
423.016	105253	23191	41	162	10396
423.116	127665	25052	51	161	11937
423.216	78368	25001	38	162	12038
423.316	75060	24507	33	159	8784
423.416	64676	20449	33	153	7420
423.516	91634	25078	40	161	13771
423.616	57885	24000	39	159	8893
423.716	93852	21032	41	161	4845
423.816	51045	21207	36	155	5758
423.916	95863	23739	36	159	9499
424.016	61445	24385	57	161	14600
424.116	76038	22977	42	163	10584
424.216	77018	22025	41	161	7925
424.316	130135	22324	35	158	13478
424.416	115966	23939	53	159	8489
424.516	90499	24107	38	160	12915
424.616	72989	20743	34	161	6433
424.716	94838	24172	42	160	11187
424.816	91393	24826	46	155	12004
424.916	125383	22560	43	157	7199
425.016	96659	22458	39	163	9607
425.116	110695	21466	37	153	9248
425.216	72948	24687	41	162	12202
425.316	71136	20660	29	158	6049
425.416	73039	25641	55	159	14961
425.516	63345	24861	41	158	12728
425.616	171185	22588	39	162	11013
425.716	89988	23051	36	162	7387
425.816	80010	23314	41	160	10387
425.916	64184	23364	37	160	10808
426.016	79677	23209	40	160	10859
426.116	85821	21469	35	164	7121
426.216	85350	26030	41	159	13590
426.316	87776	22553	44	158	12843
426.416	115995	20992	32	163	6774
426.516	51181	26367	34	160	16186
426.616	85548	25678	38	161	11878
426.716	43561	21394	41	160	4670
426.816	59889	25921	40	158	15313
426.916	63782	20909	32	156	7517
427.016	65663	22789	36	158	10119
427.116	70188	23642	39	163	12156
427.216	90199	24699	41	160	14660
427.316	141756	21841	37	163	5563
427.416	79615	21834	40	161	8312
427.516	115388	23137	38	158	11065
427.616	149921	22075	50	160	7255
427.716	75318	25670	41	158	15529
427.816	138635	22915	39	157	8209
427.916	126128	25117	42	159	13855
428.016	90290	25148	43	159	13199
428.116	50230	23246	31	163	8885
428.216	112185	20361	41	157	4554
428.316	100641	24476	44	153	12622
428.416	84716	24834	37	161	13882
428.516	69743	22274	38	158	9513
428.616	87678	26009	41	159	14384
428.716	64587	24165	39	159	10573
428.816	106198	23078	39	161	10600
428.916	103646	24204	47	156	9075
429.016	105965	23066	40	163	7968
429.116	73481	23337	34	162	12419
429.216	123277	23688	44	159	9211
429.316	90009	21947	42	160	6866
429.416	67848	23156	41	158	9490
429.516	95575	22341	39	159	6761
429.616	123741	23504	38	156	10084
429.716	90218	22811	42	163	9395
429.816	70913	25839	39	160	15235
429.916	110244	23252	46	160	8950
430.016	102328	24123	39	162	9503
430.116	88707	25507	34	158	13076
430.216	117339	25748	48	158	11417
430.316	60785	26863	35	160	12865
430.416	141265	19862	57	158	4447
430.516	64834	23727	46	158	9749
430.616	62128	26772	45	159	16100
430.716	61572	25027	39	159	12604
430.816	104457	24340	47	159	15312
430.916	76691	26331	48	159	12199
431.016	68974	21977	38	158	6973
431.116	102772	23214	33	157	10892
431.216	149252	25541	43	158	13485
431.316	50853	24561	35	154	12330
431.416	178545	22240	42	160	6920
431.516	54459	24987	47	160	14470
431.616	79136	22629	39	159	8694
431.716	85182	24064	38	157	11626
431.816	80104	20338	39	160	5333
431.916	100477	26481	43	160	11189
432.016	107603	23500	39	161	9844
432.116	75277	24737	46	157	10192
432.216	66927	23493	48	159	8178
432.316	88275	21980	35	163	8076
432.416	55469	20610	37	160	3930
432.516	101769	24429	43	159	10059
432.616	52876	25119	39	158	12603
432.716	62378	26011	41	163	15011
432.816	74426	25770	43	162	15154
432.916	34973	21516	28	158	6916
433.016	79582	19933	42	165	2641
433.116	121096	22567	38	158	8248
433.216	118819	27048	46	162	16244
433.316	116668	23181	42	156	10266
433.416	86736	25741	37	158	14517
433.516	108609	27024	44	157	13655
433.616	97093	28174	46	161	13756
433.716	63503	24097	47	160	13289
433.816	92243	25104	53	162	13257
433.916	78093	22582	38	162	10434
434.016	88483	23656	36	160	11407
434.116	78086	28620	40	162	17703
434.216	77877	26361	33	157	12450
434.316	108139	22263	46	159	11187
434.416	81553	20723	47	157	8213
434.516	98715	25116	35	158	12198
434.616	126175	18722	42	159	847
434.716	74041	27653	42	157	17156
434.816	84928	26527	30	157	12023
434.916	80820	19277	42	159	3659
435.016	83706	23621	44	161	11338
435.116	95534	22778	39	161	9683
435.216	62670	21530	42	163	6366
435.316	101768	20858	44	158	8418
435.416	53271	23719	38	162	13892
435.516	59320	25199	37	162	14604
435.616	82439	24368	38	161	12545
435.716	73845	21295	35	158	7897
435.816	93163	25676	38	157	12898
435.916	72657	21012	36	162	6092
436.016	93932	22902	50	158	8631
436.116	141056	25681	36	157	11564
436.216	134112	22167	42	162	6300
436.316	115445	20679	43	161	5083
436.416	83733	23797	42	159	10169
436.516	73420	24067	41	155	12038
436.616	158414	26995	45	161	17138
436.716	66476	26726	43	161	13142
436.816	62072	21716	35	161	11310
436.917	91718	28389	36	162	14998
437.017	105908	23425	57	162	10715
437.117	125635	23586	35	158	8966
437.217	70081	21740	36	159	7587
437.317	77324	25099	38	157	10656
437.417	81397	27954	42	164	16376
437.517	88985	24842	40	157	10604
437.617	97691	23826	40	160	9971
437.717	77736	23054	37	155	9735
437.817	78660	23287	30	160	8938
437.917	81718	25337	41	158	14047
438.017	38359	22698	36	161	10736
438.117	115210	22269	52	160	9725
438.217	193652	20064	43	159	4137
438.317	130616	20084	44	155	5106
438.417	75925	23062	38	164	9428
438.517	167932	20972	44	162	6673
438.617	73675	27011	41	159	14964
438.717	91532	21944	37	158	10023
438.817	142999	25167	39	160	10237
438.917	84230	22309	32	162	7309
439.017	66422	24556	38	162	12213
439.117	69789	24405	43	158	12827
439.217	81101	21326	35	160	6458
439.317	114783	23831	46	159	9516
439.417	84100	23633	41	159	11979
439.517	116141	23069	35	158	11245
439.617	76891	23075	36	158	12719
439.717	171015	23941	44	164	11758
439.817	97803	25188	44	162	14112
439.917	67427	26147	39	160	14467
440.017	82172	21782	41	160	8664
440.117	69696	23721	33	156	8923
440.217	98025	22987	46	163	10508
440.317	62649	23438	48	155	12689
440.417	73991	20935	38	162	4337
440.517	160951	23632	45	157	10129
440.617	69481	27298	45	157	15966
440.717	87119	20804	39	162	5714
440.817	80394	23755	36	159	9550
440.917	65722	23138	40	159	7645
441.017	95821	20605	38	159	7476
441.117	94023	26156	36	157	10952
441.217	75143	23434	37	163	9410
441.317	92845	21791	40	159	8209
441.417	168426	23694	44	158	11981
441.517	59044	21385	33	158	8067
441.617	61902	24215	30	162	12744
441.717	91949	26831	28	157	13852
441.817	81730	24809	47	161	11168
441.917	176814	22382	46	162	6298
442.017	103746	24331	42	157	10795
442.117	120069	20792	46	159	4209
442.217	92329	22909	38	159	8492
442.317	93231	21049	45	153	6561
442.417	98643	21078	34	159	4568
442.517	110236	23084	40	155	9300
442.617	110196	22673	49	153	10010
442.717	123613	22921	37	160	9550
442.817	100120	21456	45	160	5562
442.917	209895	25517	49	163	12333
443.017	84873	23394	43	160	9490
443.117	79662	24940	41	158	13554
443.217	71972	24700	50	155	17448
443.317	51178	25754	35	162	13332
443.417	79688	22195	40	159	6832
443.517	63531	19639	41	160	2387
443.617	59457	21865	44	165	7005
443.717	48703	23563	43	160	11492
443.817	81542	25742	40	162	12118
443.917	142654	24924	44	157	14268
444.017	144922	27373	41	158	17121
444.117	71123	23907	36	161	10660
444.217	73928	27723	45	158	13727
444.317	84958	18886	38	164	1489
444.417	96210	26626	40	161	13453
444.517	71707	24261	37	161	10654
444.617	124788	22697	48	158	10450
444.717	109773	20696	35	161	7449
444.817	177894	22076	41	159	9397
444.917	108914	22822	45	163	11478
445.017	125400	23029	40	156	9608
445.117	118840	23469	43	157	9144
445.217	107809	22623	42	161	8086
445.317	114009	23849	36	161	10933
445.417	97018	20822	37	161	7693
445.517	61520	22007	38	155	8051
445.617	58935	25338	37	162	12022
445.717	109596	21524	37	160	10178
445.817	86096	23109	43	159	9274
445.917	135344	22529	46	160	9654
446.017	69445	22572	46	157	9941
446.117	99951	24927	48	161	11984
446.217	139362	21571	48	156	6939
446.317	162320	21517	39	161	9707
446.417	57492	24316	33	165	10169
446.517	67909	23013	30	160	8501
446.617	94161	25883	40	161	12196
446.717	96415	23362	43	159	9166
446.817	67187	26633	46	156	11550
446.917	107836	23375	39	161	11380
447.017	72087	25205	34	158	12768
447.117	118930	20884	36	161	7050
447.217	80962	23189	41	160	11303
447.317	68560	25536	42	157	11487
447.417	69593	24025	40	162	11216
447.517	151995	25740	40	162	11144
447.617	83312	23611	48	159	9129
447.717	87698	24587	53	160	13403
447.817	133028	20630	44	159	4168
447.917	86304	20859	37	162	3845
448.017	65700	21664	50	158	8061
448.117	77511	25571	44	159	14669
448.217	48143	25132	34	157	12473
448.317	96581	22813	33	159	10591
448.417	68042	25579	39	161	12277
448.517	98747	24025	46	158	8092
448.617	56855	27591	38	157	13526
448.717	86050	23590	32	160	8941
448.817	68994	21391	38	158	6427
448.917	91880	20710	47	163	6880
449.017	66415	26341	33	160	15668
449.117	105970	24966	40	159	11194
449.217	75069	25115	44	154	14697
449.317	77616	22090	46	166	6730
449.417	97998	19567	40	163	3962
449.517	81392	22833	32	160	8997
449.617	99164	21753	44	160	8422
449.717	76372	23401	30	159	8415
449.817	83538	24763	41	157	13748
449.917	51851	23425	30	160	10415
450.017	99594	20088	41	162	3251
450.117	94624	22314	33	159	9628
450.217	85208	24295	37	161	13288
450.317	76125	20554	36	161	8396
450.417	59275	22449	46	160	9459
450.517	134057	21095	42	160	5410
450.617	70976	26140	44	162	15364
450.717	83261	23682	41	159	9176
450.817	55216	25413	38	159	12232
450.917	73841	23740	40	162	9823
451.017	76613	23406	47	163	8889
451.117	138627	23062	34	159	9239
451.217	114461	21665	44	160	10549
451.317	75028	22981	48	162	9290
451.417	88662	23160	45	154	9698
451.517	50304	24144	44	159	11352
451.617	110820	24971	55	161	13471
451.717	58258	27464	34	161	15051
451.817	87380	23105	41	158	10506
451.917	69736	27367	47	158	14868
452.017	66411	23800	32	157	9445
452.117	45569	22243	30	158	9732
452.217	92657	26681	35	153	17321
452.317	91528	22989	37	164	7897
452.417	80680	25887	39	158	14767
452.517	122088	22819	37	159	12668
452.617	107012	23613	44	157	9111
452.717	56250	19591	35	157	3234
452.817	105510	22566	39	157	10486
452.917	54706	26382	41	159	12049
453.017	146054	21793	45	162	7897
453.117	97630	23769	38	162	8260
453.217	87831	21595	36	161	6550
453.318	148438	22805	42	161	9840
453.418	52775	26577	33	160	13025
453.518	117515	22558	36	162	8254
453.618	76023	21787	49	159	9191
453.718	128621	21723	41	154	7475
453.818	74372	22525	43	160	7323
453.918	117666	24015	46	164	8661
454.018	93547	26037	41	156	14221
454.118	115960	26407	43	153	14864
454.218	87461	22603	34	162	8751
454.318	75202	25509	38	159	11003
454.418	82940	24392	43	160	11703
454.518	55888	27047	40	163	13149
454.618	110428	21789	46	162	7500
454.718	76852	25690	45	159	13662
454.818	73391	22672	34	158	11139
454.918	68946	22927	40	162	11150
455.018	71808	25297	33	158	15437
455.118	114333	25035	37	160	13340
455.218	90146	24674	47	157	15692
455.318	69181	26893	52	160	18179
455.418	77091	24079	36	156	10030
455.518	90792	23665	41	160	11338
455.618	119822	20874	37	158	5126
455.718	104361	22251	34	159	11562
455.818	155286	23049	47	162	11294
455.918	64618	23930	37	158	8978
456.018	108448	25817	42	163	12003
456.118	75927	26988	48	156	15578
456.218	98829	24315	41	163	11726
456.318	71794	25707	40	163	12664
456.418	117434	24629	37	161	10711
456.518	133549	24708	41	157	10725
456.618	88306	23772	44	165	12772
456.718	100209	24380	43	159	13514
456.818	142717	24506	41	160	14398
456.918	75851	24257	44	163	11718
457.018	71712	25049	37	162	10750
457.118	93945	24259	41	159	10437
457.218	92744	24515	50	158	9915
457.318	112844	24527	41	157	11694
457.418	143012	23535	38	160	10005
457.518	91947	22355	45	164	5923
457.618	148747	20742	49	156	5144
457.718	123845	25080	44	163	10587
457.818	88853	23300	44	159	9945
457.918	80562	21332	33	162	5819
458.018	65990	26811	49	159	17613
458.118	82195	25520	43	157	11530
458.218	102944	24007	43	158	9874
458.318	63935	23863	32	152	10805
458.418	90345	23564	38	162	9777
458.518	85452	22305	41	158	10805
458.618	88685	20676	40	159	7857
458.718	65731	25376	38	161	12417
458.818	169413	21359	43	160	7657
458.918	89530	26426	43	157	13351
459.018	93294	20442	36	159	4547
459.118	81723	19937	35	161	2830
459.218	41327	26728	33	158	15976
459.318	115167	22987	52	162	9153
459.418	117129	20600	41	160	4620
459.518	126127	20801	44	157	6070
459.618	76578	24154	44	161	14454
459.718	99306	22061	44	159	9601
459.818	57730	24757	31	160	10661
459.918	80299	22160	39	161	6213
460.018	71557	21023	35	157	5154
460.118	75284	23480	35	157	8849
460.218	75374	25339	36	159	11051
460.318	143260	24586	36	157	14071
460.418	64466	22083	36	159	11268
460.518	93118	24968	40	158	13138
460.618	77018	22905	39	159	8324
460.718	73321	20285	32	159	4894
460.818	70798	23036	43	160	7198
460.918	96123	20780	40	157	8570
461.018	54268	21569	39	158	10463
461.118	89472	19266	37	159	1880
461.218	141362	20210	40	162	3098
461.318	83387	22136	45	163	7241
461.418	90222	22028	34	156	9001
461.518	109632	19717	40	158	3429
461.618	65235	24526	33	162	12254
461.718	99936	22475	41	161	6233
461.818	83203	22814	44	157	7583
461.918	75307	23777	37	158	10702
462.018	71407	25942	42	158	12971
462.118	69206	26017	43	157	14224
462.218	48979	24957	37	159	13824
462.318	73984	26017	40	165	15069
462.418	74740	26000	49	157	10585
462.518	122676	22028	47	160	6770
462.618	61834	27128	50	162	14648
462.718	88096	22491	44	155	6860
462.818	98165	26118	39	157	12130
462.918	133221	23679	35	161	11396
463.018	130430	24751	39	157	14559
463.118	91286	21109	42	156	9478
463.218	70101	21493	46	156	9552
463.318	80410	22567	36	156	6633
463.418	81226	25972	42	158	13588
463.518	111828	23414	38	157	10505
463.618	98860	23284	48	158	10098
463.718	107907	20967	51	156	5312
463.818	109587	24150	40	159	11523
463.918	72396	24416	41	156	12211
464.018	76984	24476	40	157	10771
464.118	77518	21175	39	158	8418
464.218	64147	22333	41	160	6025
464.318	75727	23688	40	161	12714
464.418	97625	22440	37	159	8934
464.518	92862	23044	39	160	13003
464.618	112017	21506	41	160	8034
464.718	87593	24679	43	158	11181
464.818	161647	22347	42	156	9276
464.918	120485	21596	45	158	8101
465.018	67402	24228	38	158	11806
465.118	76576	21950	40	156	8599
465.218	103118	23407	37	157	8986
465.318	120055	19561	37	159	2968
465.418	95879	23541	45	160	8826
465.518	54456	22875	36	162	9977
465.618	175282	22634	47	162	8627
465.718	102823	23877	37	164	13682
465.818	76343	21861	40	159	6337
465.918	122682	25345	46	157	11372
466.018	87314	23274	38	162	10178
466.118	73614	27297	39	162	15533
466.218	152362	22297	41	161	12085
466.318	91235	20744	37	153	5357
466.418	154686	21138	40	158	6223
466.518	84238	21207	44	159	7153
466.618	78920	24443	40	163	10465
466.718	81914	20816	31	159	5704
466.818	70149	24398	46	161	10620
466.918	96370	23161	43	154	8486
467.018	82809	25500	47	159	14973
467.118	46834	23538	37	159	11298
467.218	169796	24986	36	158	10202
467.318	126273	24980	46	159	16812
467.418	85528	22778	36	154	8379
467.518	65517	23701	33	161	11102
467.618	62511	25685	38	160	14089
467.718	111960	24857	47	166	10973
467.818	41794	24591	29	157	10772
467.918	113834	23852	32	157	11315
468.018	65368	23510	34	160	12663
468.118	93554	22497	46	160	8274
468.218	82496	23560	41	158	11573
468.318	189417	24174	39	159	10496
468.418	79774	21958	46	159	6803
468.518	86939	20272	41	163	3889
468.618	106196	23193	43	161	9032
468.718	70270	28041	36	156	16148
468.818	61542	25109	38	159	10277
468.918	68688	23889	35	157	8991
469.018	171975	23244	35	159	9642
469.118	77277	25653	40	157	12721
469.218	57532	25771	36	162	11559
469.318	86887	20126	46	157	3774
469.418	55176	24709	28	160	13214
469.518	57572	21474	38	158	6855
469.618	46596	20777	37	162	7695
469.719	92426	20035	44	160	3079
469.819	89164	21741	38	159	8496
469.919	134575	21316	45	162	6666
470.019	89102	22956	50	161	8938
470.119	90381	21458	41	159	6798
470.219	124112	24124	39	162	11011
470.319	65468	23222	43	159	10576
470.419	75720	25986	41	160	15258
470.519	82839	23253	42	161	8618
470.619	97126	22796	43	161	6676
470.719	165310	22992	42	157	11197
470.819	133296	22245	42	159	8449
470.919	74063	22024	40	160	8987
471.019	141498	21648	35	158	6574
471.119	133456	20845	36	161	5620
471.219	107992	24510	48	159	12862
471.319	149074	21776	45	161	5745
471.419	113574	21553	45	157	7025
471.519	91844	21382	39	160	9236
471.619	78512	24503	43	160	10717
471.719	70371	22516	37	159	10550
471.819	84287	24256	38	161	11596
471.919	107498	21118	47	160	5188
472.019	87299	21922	35	159	7316
472.119	68542	23871	34	159	9931
472.219	66762	27214	47	162	17740
472.319	54068	26150	35	157	13329
472.419	91293	24086	46	163	8175
472.519	96078	22425	38	159	8255
472.619	142491	22121	49	161	8462
472.719	100082	23829	39	162	11573
472.819	41588	23466	34	161	12752
472.919	98866	24921	41	159	15673
473.019	72886	25180	36	154	13302
473.119	99383	23483	51	163	12379
473.219	107947	20680	42	162	6173
473.319	103974	21587	36	159	10734
473.419	60557	23751	34	161	10328
473.519	79094	22791	46	161	11309
473.619	89826	23130	39	161	9257
473.719	65575	24100	39	157	11709
473.819	84902	27541	41	160	14185
473.919	94311	25951	42	157	12294
474.019	90395	24921	40	162	10843
474.119	74265	26388	39	160	12978
474.219	151943	25359	37	161	11006
474.319	101039	23617	37	153	10107
474.419	60449	22780	46	157	10829
474.519	89725	24411	35	162	13008
474.619	84351	23594	45	159	9502
474.719	113475	23316	39	163	8447
474.819	78714	24096	34	152	10571
474.919	112388	22189	41	161	9207
475.019	82671	27215	38	158	13785
475.119	41234	26083	33	162	16712
475.219	77332	23701	34	160	9825
475.319	58687	26616	41	157	12802
475.419	72677	23408	40	161	12266
475.519	89941	20243	51	159	4463
475.619	56789	22422	36	155	7249
475.719	60117	23346	43	158	11597
475.819	90154	24604	42	163	9908
475.919	102131	22024	45	158	8737
476.019	95519	21919	45	160	10373
476.119	58143	25440	40	157	11953
476.219	93347	25836	40	160	12692
476.319	97344	24297	46	160	9682
476.419	94291	22092	39	156	8413
476.519	80021	22393	42	162	7515
476.619	93776	24932	39	160	11906
476.719	91982	21116	44	161	6046
476.819	118996	21796	37	161	6470
476.919	136348	23765	34	156	11569
477.019	101802	24821	45	157	10815
477.119	191592	26530	39	161	13642
477.219	88729	20960	34	160	6600
477.319	93563	20707	43	161	7241
477.419	90358	23021	43	163	9554
477.519	89698	24678	39	154	14293
477.619	70085	22624	37	160	9476
477.719	81732	26085	38	158	14049
477.819	92342	25549	46	158	11027
477.919	53129	27737	34	159	16271
478.019	50577	26202	40	156	13193
478.119	80602	25933	35	159	10776
478.219	66112	22204	35	160	9414
478.319	84051	22725	38	159	12701
478.419	105261	20444	40	159	5197
478.519	112198	24117	32	162	8381
478.619	74486	23674	34	160	9283
478.719	143272	20918	43	161	6505
478.819	151929	22316	43	157	7945
478.919	137700	20974	39	155	4855
479.019	97293	21001	39	159	5832
479.119	44107	27531	27	156	13844
479.219	54096	24728	32	163	11677
479.319	86738	27626	33	164	13074
479.419	84566	25139	38	156	14496
479.519	137744	24616	33	158	11015
479.619	92180	20829	43	156	7805
479.719	168796	20258	48	164	6916
479.819	182051	23581	42	158	10703
479.919	106824	24995	46	158	10102
480.019	98081	24055	44	157	9834
480.119	106675	23808	44	162	9712
480.219	134078	22508	41	160	9580
480.319	79126	22409	37	157	14039
480.419	52506	21179	37	160	7264
480.519	82572	20597	31	159	7237
480.619	69394	25861	42	161	14370
480.719	100162	25940	40	163	12748
480.819	42918	23118	28	157	12984
480.919	82753	25755	40	159	15162
481.019	74623	21806	40	162	6679
481.119	71908	28173	47	161	16289
481.219	82228	20933	39	161	5141
481.319	92023	21710	41	159	10106
481.419	71773	27024	41	157	12679
481.519	80866	21153	39	159	4816
481.619	88489	20255	37	162	4294
481.719	102526	23487	37	160	8732
481.819	95271	24209	40	160	10695
481.919	122377	25720	38	160	14820
482.019	108852	20689	39	163	6247
482.119	114930	22673	43	162	7394
482.219	114191	24094	39	161	10596
482.319	77925	23972	44	159	10993
482.419	90275	23866	47	163	12135
482.519	79495	22069	36	157	10139
482.619	109490	20755	36	159	7165
482.719	118134	21410	38	160	7837
482.819	80649	27195	45	158	14212
482.919	99025	21525	36	158	6083
483.019	170340	21962	48	158	9343
483.119	65357	26002	34	157	12881
483.219	55380	24573	42	155	11515
483.319	136363	21633	45	161	6574
483.419	72069	24538	44	154	8812
483.519	93161	23501	39	161	8334
483.619	79481	25596	33	160	11442
483.719	88566	23935	41	160	10249
483.819	71895	23785	43	156	9865
483.919	105910	27626	38	159	13289
484.019	123390	21921	44	158	7549
484.119	104857	26226	41	160	10783
484.219	128452	24565	47	157	8846
484.319	93975	20519	39	156	4890
484.419	109713	22739	47	154	9598
484.519	78221	23766	38	159	13269
484.619	96571	21547	42	162	9287
484.719	49183	25773	33	156	13557
484.819	59361	23714	31	155	10742
484.919	105451	21638	47	161	6856
485.019	65223	21144	47	156	6518
485.119	99903	24185	40	159	10453
485.219	107137	22962	47	160	7438
485.319	99092	24036	33	158	10286
485.419	70743	19761	37	161	3791
485.519	118182	25251	46	157	11554
485.619	105783	21301	46	157	7116
485.719	126387	24363	29	158	10284
485.819	65999	25476	31	157	13804
485.919	67530	24615	39	160	15925
486.02	87863	23365	33	158	9686
486.12	79566	23427	33	161	12783
486.22	100983	24646	36	159	10871
486.32	80785	24423	48	158	13640
486.42	83870	25384	46	160	11031
486.52	58572	25978	41	161	14638
486.62	111979	23046	42	157	8924
486.72	43631	23734	28	154	12220
486.82	99858	23027	42	159	10370
486.92	59010	22952	40	159	8979
487.02	96659	24346	42	158	11130
487.12	94612	24056	43	161	11934
487.22	92542	23620	42	161	7630
487.32	88659	22496	45	160	8124
487.42	64398	22030	31	159	7569
487.52	135599	21455	48	161	7441
487.62	96271	22490	43	159	10316
487.72	106204	21200	37	155	6099
487.82	107685	24121	47	160	11513
487.92	233710	24506	58	158	9202
488.02	103426	25735	37	162	12899
488.12	111329	24744	42	161	11308
488.22	84172	21577	46	160	7253
488.32	67484	24690	31	158	11944
488.42	76737	25126	40	162	11173
488.52	71861	22534	36	161	10029
488.62	48714	25052	37	157	12943
488.72	153789	27075	37	162	14728
488.82	94474	21776	33	158	6561
488.92	63672	25743	34	159	12867
489.02	149321	19898	45	160	2992
489.12	113036	23322	42	159	9104
489.22	111131	21724	43	159	5654
489.32	63774	22273	34	158	10064
489.42	65362	24964	39	156	10150
489.52	69801	25751	41	158	14271
489.62	92230	23562	41	160	10223
489.72	55743	25550	38	157	11113
489.82	40672	27378	39	163	14651
489.92	69530	22327	38	160	9743
490.02	88043	20537	38	160	5432
490.12	59007	25728	37	163	14557
490.22	68470	23452	39	160	10540
490.32	112020	21216	44	162	8407
490.42	98045	21337	44	158	6627
490.52	77151	25889	45	160	14800
490.62	108920	23072	31	157	10762
490.72	68194	21511	40	162	7104
490.82	75879	25364	45	157	11705
490.92	91274	22820	36	153	9833
491.02	85819	23501	39	158	10927
491.12	104180	24543	40	160	9885
491.22	66463	21789	41	160	7828
491.32	106642	26515	50	162	13637
491.42	124333	26289	45	159	10882
491.52	100089	20664	39	159	4458
491.62	122566	24122	47	159	11093
491.72	82447	25426	33	157	12702
491.82	76548	23357	40	157	12883
491.92	92512	24930	46	159	13129
492.02	60849	24574	36	160	11338
492.12	131677	23911	50	164	12618
492.22	84957	22535	37	159	8616
492.32	82185	25296	34	163	12297
492.42	63903	25004	39	158	13080
492.52	92011	21988	42	158	10393
492.62	179637	20853	43	158	5514
492.72	146327	24362	44	158	13872
492.82	68333	24513	45	163	13701
492.92	53399	25332	40	159	11935
493.02	70881	23401	35	160	11563
493.12	118360	25386	40	157	11844
493.22	68270	24356	34	160	9135
493.32	74596	25624	46	159	12485
493.42	71142	20610	31	158	4190
493.52	109692	21793	49	158	7689
493.62	89473	25202	47	160	12636
493.72	71121	23245	39	162	9547
493.82	89461	23520	41	161	8928
493.92	112141	19521	42	161	2667
494.02	60069	24406	30	159	8824
494.12	74302	25752	35	157	12588
494.22	127351	19538	40	156	3009
494.32	79356	21933	38	158	6229
494.42	134468	23617	38	163	10218
494.52	108351	24908	36	159	10575
494.62	51114	22914	38	163	9770
494.72	119248	23308	43	156	10161
494.82	88495	24573	40	151	12959
494.92	76506	23130	41	160	7727
495.02	78747	25459	38	153	14897
495.12	117017	26403	44	159	15659
495.22	61736	24710	40	154	13438
495.32	105791	21730	40	158	9447
495.42	139430	22935	47	160	10504
495.52	132702	26514	36	157	15155
495.62	83496	19700	35	159	3692
495.72	113646	25300	47	155	13290
495.82	134291	22786	40	163	9041
495.92	67592	22343	36	161	6190
496.02	59961	22313	40	159	9266
496.12	172881	21214	38	160	6925
496.22	125394	21964	44	158	6245
496.32	67909	25796	43	158	14917
496.42	53873	23164	36	161	9539
496.52	75538	24324	46	158	10582
496.62	57425	24841	32	157	12849
496.72	87352	23946	42	161	10987
496.82	127396	21248	44	158	5975
496.92	80407	23247	45	159	12879
497.02	66471	22775	34	159	11465
497.12	110422	24428	35	158	9859
497.22	75077	22532	38	159	8466
497.32	87674	24190	49	160	11232
497.42	159209	20653	45	158	5430
497.52	85497	26420	43	157	14613
497.62	59469	25079	38	158	11494
497.72	126257	24580	39	156	11229
497.82	78686	23706	41	161	9125
497.92	67301	24050	35	158	9366
498.02	72742	22057	38	156	10200
498.12	119265	21113	41	161	6714
498.22	80445	25569	41	160	13296
498.32	95548	21081	39	158	7551
498.42	92255	24056	41	161	12606
498.52	84119	25406	40	159	16960
498.62	50543	24828	34	159	12046
498.72	90473	23775	39	158	11626
498.82	73450	21127	38	161	7814
498.92	84512	21798	33	163	7143
499.02	141081	25082	43	159	11749
499.12	91400	22568	38	159	9584
499.22	98501	24911	44	158	15477
499.32	51563	24362	37	160	11709
499.42	85416	25055	48	163	11648
499.52	68220	25301	40	159	12224
499.62	86392	24868	46	152	13466
499.72	135278	23427	47	157	9896
499.82	71140	24321	42	158	11150
499.92	101826	22710	35	160	9073
500.02	65518	23926	41	156	9315
500.12	119237	25223	35	158	12080
500.22	82435	19830	40	161	4115
500.32	108456	22772	37	159	6441
500.42	86234	20817	40	159	5671
500.52	79746	26340	33	156	11600
500.62	64614	20587	35	159	4969
500.72	99635	20486	40	158	4485
500.82	101291	25746	46	162	14694
500.92	64418	28197	48	161	14845
501.02	134569	22108	44	159	9612
501.12	86734	23986	36	159	9819
501.22	138570	23136	44	157	8061
501.32	70835	21825	36	158	9518
501.42	99878	22294	50	158	9792
501.52	83654	25703	50	155	14686
501.62	47770	24644	36	159	10598
501.72	83088	20258	37	157	3425
501.82	113880	20762	45	162	6077
501.92	115412	22628	43	161	10142
502.02	88764	21302	42	160	7060
502.12	54931	24809	37	159	14522
502.22	102679	23593	41	161	10786
502.32	137412	21367	44	164	7103
502.421	75288	27688	44	158	13463
502.521	96939	24666	41	163	12414
502.621	97053	21134	35	160	8288
502.721	110770	19691	38	157	2448
502.821	69279	22136	44	159	8230
502.921	62710	25238	40	159	13755
503.021	68992	25767	37	160	14505
503.121	106895	21854	48	152	8866
503.221	74588	21770	37	163	6607
503.321	84517	22118	48	161	9038
